COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]Cc1cc(OC)c2ccccc2c1OC.[*]NC(=O)c1cncc(C)c1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]C(=O)NC1CCN(Cc2cc(OC)c3ccccc3c2OC)CC1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]c1cncc(C)c1.[*]c1cc(OC)c2ccccc2c1OC
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]C1CCN(Cc2cc(OC)c3ccccc3c2OC)CC1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]C(=O)c1cncc(C)c1.[*]C1CCN(Cc2cc(OC)c3ccccc3c2OC)CC1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]NC1CCN(Cc2cc(OC)c3ccccc3c2OC)CC1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]Cc1cc(OC)c2ccccc2c1OC.[*]C(=O)c1cncc(C)c1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]c1cncc(C)c1.[*]C1CCN(Cc2cc(OC)c3ccccc3c2OC)CC1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]NC(=O)c1cncc(C)c1.[*]c1cc(OC)c2ccccc2c1OC
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]C(=O)c1cncc(C)c1.[*]c1cc(OC)c2ccccc2c1OC
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]c1cc(OC)c2ccccc2c1OC.[*]N1CCC(NC(=O)c2cncc(C)c2)CC1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]c1c([*])c(OC)c(CN2CCC(NC(=O)c3cncc(C)c3)CC2)cc1OC
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]c1c(CN2CCC(NC(=O)c3cncc(C)c3)CC2)cc(OC)c2ccccc12
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]NC1CCN(Cc2cc(OC)c3ccccc3c2OC)CC1.[*]c1cncc(C)c1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]Cc1cc(OC)c2ccccc2c1OC.[*]c1cncc(C)c1
COc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12,ChEMBL_11265_A_64,[*]c1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)c(OC)c2ccccc12
